survived,pclass,sibsp,parch,alone,age_norm,fare_norm,sex_encoded,embarked_Q,embarked_S,class_Second,class_Third
0,3,0,0,True,0.34656948982156316,0.11076647686063919,1,False,False,False,True
1,2,1,2,False,0.032420206081930136,0.5832951055857404,0,False,False,True,False
1,3,0,0,True,0.2334757476752953,0.11053360324227415,0,True,False,False,True
0,3,0,0,True,0.34656948982156316,0.11292967637581315,1,False,True,False,True
0,3,1,0,False,0.34656948982156316,0.21744223401554083,1,True,False,False,True
0,3,2,0,False,0.34656948982156316,0.3041273341722395,1,False,False,False,True
0,3,1,0,False,0.22090977632571,0.24970785583720173,0,False,True,False,True
0,3,4,1,False,0.08268409148027142,0.5567573330639856,1,False,True,False,True
0,3,0,0,True,0.2586076903744659,0.10942254356911087,1,False,True,False,True
1,2,1,0,False,0.35913546117114853,0.36474181189703625,0,False,True,True,False
0,1,0,1,False,0.8115104297562202,0.8694771426126456,1,False,False,False,False
1,1,0,0,True,0.34656948982156316,0.49801285855172256,1,False,True,False,False
1,2,0,0,True,0.2586076903744659,0.1472995778814954,0,False,True,True,False
0,3,0,0,True,0.35285247549635584,0.10141505794484824,1,False,False,False,True
1,2,1,2,False,0.05755214878110078,0.38929174154395213,0,False,True,True,False
0,3,5,2,False,0.1329479768786127,0.6579381145373461,1,False,True,False,True
0,3,0,0,True,0.2711736617240512,0.10141505794484824,1,False,False,False,True
0,3,3,2,False,0.04498617743151546,0.39139602122797346,1,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.38888210843212934,1,False,False,False,False
1,3,1,1,False,0.34656948982156316,0.21387618137768594,1,False,False,False,True
1,2,0,0,True,0.35913546117114853,0.1472995778814954,0,False,True,True,False
0,3,0,0,True,0.2334757476752953,0.11444896630767658,1,False,True,False,True
1,3,4,2,False,0.20834380497612465,0.11117610997246201,0,False,True,False,True
0,3,2,0,False,0.32143754712239253,0.1215221517522337,1,False,True,False,True
0,2,0,0,True,0.39683337521990447,0.1472995778814954,1,False,True,True,False
0,3,5,2,False,0.19577783362653933,0.6579381145373461,0,False,True,False,True
0,3,1,0,False,0.32143754712239253,0.20277119605854388,1,False,False,False,True
1,3,0,0,True,0.39683337521990447,0.7925530944835608,1,False,True,False,True
0,3,0,0,True,0.3088715757728072,0.10731826388508951,1,False,True,False,True
1,2,0,2,False,0.005152048253329982,0.4068274055774635,1,False,True,True,False
1,3,0,0,True,0.37170143252073384,0.17500592705444334,0,False,True,False,True
0,3,0,0,True,0.2711736617240512,0.12625678104128177,1,False,True,False,True
1,3,0,0,True,0.35913546117114853,0.1332710466546863,1,False,True,False,True
1,3,0,0,True,0.34656948982156316,0.10924718692877575,0,True,False,False,True
0,1,0,0,True,0.34656948982156316,0.660743820782708,1,False,True,False,False
1,2,0,0,True,0.20834380497612465,0.1472995778814954,0,False,True,True,False
1,3,3,0,False,0.4093993465694898,0.22235221994492402,0,False,True,False,True
0,3,1,3,False,0.19577783362653933,0.4822307609215623,1,False,True,False,True
0,3,0,0,True,0.2963056044232219,0.11292967637581315,1,False,True,False,True
0,3,0,0,True,0.35913546117114853,0.11292967637581315,1,False,True,False,True
0,3,0,0,True,0.24604171902488062,0.11018288996160391,1,False,True,False,True
0,1,1,0,False,0.5727569741140991,0.8581953978000458,1,False,True,False,False
0,3,1,2,False,0.32143754712239253,0.2886370299915969,1,False,True,False,True
0,3,0,0,True,0.7361146016587082,0.10170685139436587,1,False,True,False,True
0,1,0,0,True,0.8869062578537321,0.48614752684008744,1,False,False,False,False
1,1,0,1,False,0.2837396330736366,0.8888238900275381,1,False,False,False,False
1,2,0,1,False,0.4219653179190751,0.32265621821660895,0,False,True,True,False
0,2,1,0,False,0.4219653179190751,0.36474181189703625,1,False,True,True,False
0,3,0,0,True,0.34656948982156316,0.11076647686063919,0,False,True,False,True
0,3,0,0,True,0.4093993465694898,0.12140571494305118,1,False,True,False,True
0,3,2,0,False,0.4596632319678311,0.11117610997246201,1,False,True,False,True
1,3,0,0,True,0.2586076903744659,0.10731826388508951,0,False,True,False,True
1,3,0,0,True,0.34656948982156316,0.10907183028844064,1,False,True,False,True
0,3,0,0,True,0.4722292033174164,0.11076647686063919,1,False,True,False,True
1,3,1,0,False,0.34656948982156316,0.3387890291274394,0,True,False,False,True
0,1,0,0,True,0.5853229454636844,0.7294836237940725,1,False,True,False,False
0,3,1,0,False,0.17692887660216136,0.20277119605854388,0,False,False,False,True
0,3,0,0,True,0.2711736617240512,0.11292967637581315,1,False,True,False,True
0,3,1,0,False,0.24604171902488062,0.13783031930339926,0,False,True,False,True
0,3,0,0,True,0.20834380497612465,0.2028287130365738,0,False,False,False,True
0,3,0,0,True,0.2586076903744659,0.11117610997246201,1,False,True,False,True
0,3,0,0,True,0.8806232721789394,0.10872111700777042,1,True,False,False,True
0,2,1,0,False,0.35913546117114853,0.2945991557629908,1,False,True,True,False
0,3,4,2,False,0.01985423473234481,0.43874231411845416,0,False,True,False,True
0,2,1,0,False,0.40311636089469716,0.42184915681513063,1,False,False,True,False
1,2,0,0,True,0.40311636089469716,0.18237090594851812,0,False,True,True,False
1,3,1,0,False,0.14551394822819805,0.1577045394924197,1,False,False,False,True
0,3,0,0,True,0.34656948982156316,0.10872111700777042,1,True,False,False,True
1,3,0,0,True,0.2963056044232219,0.10018756146250245,1,False,True,False,True
1,3,1,1,False,0.34656948982156316,0.3136541097283656,0,False,False,False,True
0,3,0,0,True,0.5601910027645137,0.09784900530699336,1,False,True,False,True
0,3,0,0,True,0.4093993465694898,0.11076647686063919,1,False,False,False,True
0,3,0,0,True,0.24604171902488062,0.09890114514900405,1,False,True,False,True
0,3,1,0,False,0.5853229454636844,0.20341370278873175,0,False,True,False,True
0,2,0,0,True,0.3088715757728072,0.18237090594851812,1,False,True,True,False
0,2,0,0,True,0.2837396330736366,0.21107047513232413,1,False,False,True,False
1,1,0,2,False,0.2334757476752953,0.36871609479359124,0,False,True,False,False
0,1,1,0,False,0.4596632319678311,0.7449150081435625,1,False,True,False,False
0,3,0,0,True,0.19577783362653933,0.1292967637581313,1,False,True,False,True
0,3,0,2,False,0.34656948982156316,0.21387618137768594,0,False,False,False,True
1,3,0,0,True,0.2711736617240512,0.10872111700777042,0,False,True,False,True
1,3,1,0,False,0.2963056044232219,0.22235221994492402,0,False,True,False,True
0,3,0,0,True,0.2334757476752953,0.09469258578096133,1,True,False,False,True
0,2,0,0,True,0.22090977632571,0.16132810910830447,1,False,True,True,False
0,2,1,1,False,0.2334757476752953,0.5155485225852339,1,False,True,True,False
1,3,0,0,True,0.33400351847197784,0.10936362373795827,1,False,True,False,True
0,3,2,2,False,0.10781603417944208,0.4822307609215623,0,False,True,False,True
0,2,0,2,False,0.4533802462930384,0.36474181189703625,1,False,True,True,False
0,2,0,0,True,0.5224930887157577,0.18237090594851812,1,False,True,True,False
0,2,0,0,True,0.6355868308620256,0.1757073536157838,1,False,True,True,False
1,1,1,0,False,0.2711736617240512,0.9343001797054851,0,False,True,False,False
0,3,0,0,True,0.6921337019351597,0.11292967637581315,1,False,True,False,True
0,3,0,2,False,0.5036441316913798,0.20341370278873175,1,False,True,False,True
0,3,0,0,True,0.34656948982156316,0.10258363459604145,1,False,True,False,True
0,1,0,1,False,0.6355868308620256,0.8610600238765602,1,False,False,False,False
1,3,0,0,True,0.19577783362653933,0.1084868405362827,0,True,False,False,True
0,3,0,0,True,0.37170143252073384,0.11292967637581315,1,False,True,False,True
0,3,0,0,True,0.34656948982156316,0.1215221517522337,1,False,True,False,True
0,3,8,2,False,0.34656948982156316,0.9756843468245718,1,False,True,False,True
0,3,0,1,False,0.5476250314149284,0.2258593527516263,1,False,True,False,True
1,2,0,0,True,0.49736114601658704,0.2209493668222431,0,False,True,True,False
0,3,0,0,True,0.32143754712239253,0.10907183028844064,1,False,True,False,True
0,3,0,0,True,0.20834380497612465,0.1215221517522337,1,False,True,False,True
0,3,4,1,False,0.007288263382759488,0.5567573330639856,1,False,True,False,True
1,3,0,2,False,0.10781603417944208,0.2879356034302565,1,False,True,False,True
1,1,0,1,False,0.34656948982156316,0.7715692174744997,0,False,True,False,False
0,3,1,4,False,0.5601910027645137,0.39139602122797346,0,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.36368967205502556,1,False,True,False,False
0,3,0,0,True,0.34656948982156316,0.7925530944835608,1,False,True,False,True
0,1,0,0,True,0.7612465443578789,0.4699557960981044,1,False,True,False,False
0,3,4,1,False,0.04498617743151546,0.4085809719808146,1,True,False,False,True
1,3,1,1,False,0.007288263382759488,0.1561838467074336,0,False,True,False,True
0,1,0,0,True,0.6984166876099522,0.4306169888318863,1,False,False,False,False
0,3,1,1,False,0.22090977632571,0.11018288996160391,1,False,True,False,True
0,3,3,1,False,0.34656948982156316,0.3572603961937789,1,False,True,False,True
0,1,0,0,True,0.6230208595124404,0.40279420284975587,0,False,False,False,False
0,2,0,0,True,0.37170143252073384,0.18237090594851812,1,False,True,True,False
0,3,0,0,True,0.4470972606182458,0.0,1,False,True,False,True
0,3,8,2,False,0.34656948982156316,0.9756843468245718,0,False,True,False,True
0,2,0,0,True,0.34656948982156316,0.21112939496347674,1,False,False,True,False
0,3,4,2,False,0.10781603417944208,0.4403205238814702,1,False,True,False,True
1,2,2,1,False,0.007288263382759488,0.5471127178455544,1,False,True,True,False
1,3,0,2,False,0.04498617743151546,0.3089784002704701,0,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.7014265613404543,1,False,True,False,False
1,3,1,0,False,0.34656948982156316,0.21744223401554083,0,True,False,False,True
1,1,0,0,True,0.5601910027645137,0.37245750407178124,1,False,True,False,False
0,3,1,1,False,0.49736114601658704,0.21744223401554083,1,True,False,False,True
0,3,0,0,True,0.4470972606182458,0.11076647686063919,1,False,True,False,True
1,2,0,0,True,0.39683337521990447,0.18237090594851812,0,False,True,True,False
0,2,0,0,True,0.2334757476752953,0.18237090594851812,1,False,True,True,False
1,3,1,0,False,0.2334757476752953,0.11018288996160391,0,False,True,False,True
1,2,1,1,False,0.032420206081930136,0.36474181189703625,1,False,True,True,False
1,1,0,0,True,0.5476250314149284,0.38888210843212934,0,False,False,False,False
0,3,0,1,False,0.5224930887157577,0.1178985821363489,1,False,True,False,True
0,2,0,0,True,0.2963056044232219,0.18237090594851812,0,False,True,True,False
0,3,0,0,True,0.34656948982156316,0.1332710466546863,1,False,True,False,True
0,3,0,0,True,0.4219653179190751,0.09112653314310645,1,False,True,False,True
0,3,0,0,True,0.5664739884393064,0.10135613811369563,1,False,False,False,True
1,3,0,0,True,0.22090977632571,0.11292967637581315,1,False,True,False,True
0,3,0,1,False,0.01985423473234481,0.14677350796049007,0,False,True,False,True
0,3,1,0,False,0.39683337521990447,0.22235221994492402,1,False,True,False,True
1,3,0,0,True,0.32143754712239253,0.26356103042367574,1,False,False,False,True
1,3,0,0,True,0.19577783362653933,0.10872111700777042,0,True,False,False,True
1,1,0,0,True,0.49736114601658704,0.43488446803108166,1,False,False,False,False
0,3,0,0,True,0.2963056044232219,0.09890114514900405,1,False,True,False,True
1,2,0,0,True,0.4345312892686604,0.2945991557629908,0,False,True,True,False
0,3,0,0,True,0.2711736617240512,0.10170685139436587,1,False,True,False,True
0,3,1,0,False,0.34656948982156316,0.10872111700777042,1,True,False,False,True
1,3,0,0,True,0.33400351847197784,0.11117610997246201,0,False,True,False,True
0,2,1,0,False,0.5224930887157577,0.37877034312384533,1,False,True,True,False
0,2,0,0,True,0.37170143252073384,0.1472995778814954,1,False,True,True,False
1,3,0,0,True,0.19577783362653933,0.11292967637581315,1,False,True,False,True
0,2,0,0,True,0.33400351847197784,0.18237090594851812,1,False,True,True,False
0,3,0,0,True,0.6355868308620256,0.11292967637581315,1,False,True,False,True
0,3,0,0,True,0.2711736617240512,0.13116676697066496,1,False,True,False,True
1,2,0,0,True,0.2334757476752953,0.1472995778814954,1,False,True,True,False
0,3,0,0,True,0.2523247046996733,0.10170685139436587,1,False,True,False,True
0,2,0,0,True,0.22090977632571,0.18237090594851812,1,False,True,True,False
0,3,3,1,False,0.34656948982156316,0.3572603961937789,0,False,True,False,True
0,3,0,0,True,0.35913546117114853,0.10907183028844064,1,False,True,False,True
0,2,0,0,True,0.7361146016587082,0.18938517156192267,1,False,True,True,False
1,3,4,2,False,0.05755214878110078,0.4403205238814702,0,False,True,False,True
0,2,0,0,True,0.2963056044232219,0.1472995778814954,1,False,True,True,False
0,3,0,0,True,0.34656948982156316,0.1059154107624086,0,False,True,False,True
0,2,1,0,False,0.5476250314149284,0.36474181189703625,1,False,True,True,False
1,2,0,2,False,0.09525006282985675,0.3682489447037385,0,False,True,True,False
0,2,0,0,True,0.2334757476752953,0.1472995778814954,1,False,True,True,False
0,2,0,0,True,0.4093993465694898,0.17220022080908154,1,False,True,True,False
0,3,1,0,False,0.34656948982156316,0.20277119605854388,0,False,False,False,True
0,2,0,0,True,0.35913546117114853,0.1472995778814954,1,False,True,True,False
0,3,0,0,True,0.2711736617240512,0.09995328499101473,1,False,True,False,True
0,3,0,0,True,0.37170143252073384,0.10135613811369563,1,False,False,False,True
0,3,0,0,True,0.3088715757728072,0.10907183028844064,0,False,True,False,True
1,2,0,2,False,0.2963056044232219,0.20341370278873175,0,False,True,True,False
1,1,1,1,False,0.4596632319678311,0.7372582357999701,1,False,True,False,False
0,2,1,0,False,0.6732847449107816,0.36474181189703625,1,False,True,True,False
0,3,0,0,True,0.34656948982156316,0.10170685139436587,1,False,True,False,True
0,3,1,1,False,0.35913546117114853,0.14677350796049007,0,False,True,False,True
0,1,0,0,True,0.7738125157074642,0.37245750407178124,1,False,True,False,False
0,3,1,0,False,0.37170143252073384,0.2258593527516263,1,False,True,False,True
0,3,0,2,False,0.5099271173661725,0.28355168742187864,0,False,True,False,True
1,3,0,2,False,0.35913546117114853,0.21387618137768594,0,False,False,False,True
1,2,0,1,False,0.6230208595124404,0.36474181189703625,0,False,True,True,False
1,3,4,2,False,0.032420206081930136,0.4403205238814702,1,False,True,False,True
0,1,0,0,True,0.49736114601658704,0.0,1,False,True,False,False
0,3,0,0,True,0.34656948982156316,0.10872111700777042,0,True,False,False,True
0,2,0,0,True,0.4470972606182458,0.1472995778814954,1,False,True,True,False
0,3,4,1,False,0.19577783362653933,0.5567573330639856,1,False,True,False,True
1,3,1,0,False,0.3088715757728072,0.10907183028844064,1,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.43488446803108166,1,False,True,False,False
1,3,0,0,True,0.3088715757728072,0.0,1,False,True,False,True
1,2,0,1,False,0.5099271173661725,0.2735563589227772,0,False,True,True,False
0,1,0,1,False,0.4596632319678311,0.4166473774362298,1,False,False,False,False
0,3,0,0,True,0.5601910027645137,0.10872111700777042,0,False,True,False,True
0,2,0,0,True,0.34656948982156316,0.0,1,False,True,True,False
0,3,4,1,False,0.08268409148027142,0.4085809719808146,1,True,False,False,True
1,3,1,1,False,0.4345312892686604,0.284077757342884,0,False,True,False,True
0,3,0,0,True,0.8115104297562202,0.10872111700777042,1,True,False,False,True
0,3,0,0,True,0.34656948982156316,0.11018288996160391,1,False,True,False,True
0,3,0,0,True,0.19577783362653933,0.1332710466546863,1,False,True,False,True
1,3,0,0,True,0.2334757476752953,0.11292967637581315,1,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.36474181189703625,1,False,True,False,False
0,3,0,0,True,0.4093993465694898,0.1215221517522337,1,False,False,False,True
1,3,0,0,True,0.37170143252073384,0.1332710466546863,1,False,True,False,True
0,3,0,0,True,0.2711736617240512,0.11076647686063919,1,False,True,False,True
1,2,0,0,True,0.5224930887157577,0.18237090594851812,1,False,True,True,False
1,3,0,0,True,0.2711736617240512,0.10872111700777042,0,True,False,False,True
0,2,0,0,True,0.4470972606182458,0.18061733954516698,1,False,False,True,False
0,3,0,0,True,0.2963056044232219,0.1241525013572604,0,False,True,False,True
0,3,0,0,True,0.2963056044232219,0.11076647686063919,1,False,True,False,True
0,3,0,0,True,0.2900226187484292,0.10141505794484824,1,False,False,False,True
1,1,0,0,True,0.34656948982156316,0.4278702024176771,1,False,True,False,False
1,3,2,0,False,0.34656948982156316,0.32616335102331123,1,True,False,False,True
0,3,0,0,True,0.2334757476752953,0.0,1,False,True,False,True
1,2,0,0,True,0.34656948982156316,0.1732523606510922,0,True,False,True,False
0,2,1,0,False,0.37170143252073384,0.3366847494434181,1,False,False,True,False
1,1,0,0,True,0.37170143252073384,0.7986330599172599,0,False,False,False,False
0,2,1,1,False,0.32143754712239253,0.36474181189703625,0,False,True,True,False
0,2,1,1,False,0.5350590600653431,0.3682489447037385,1,False,True,True,False
1,3,0,0,True,0.32143754712239253,0.11018288996160391,0,False,True,False,True
1,2,1,0,False,0.2963056044232219,0.36474181189703625,0,False,True,True,False
0,2,0,0,True,0.6732847449107816,0.1963994371753272,1,False,True,True,False
0,3,0,0,True,0.33400351847197784,0.11076647686063919,1,False,True,False,True
1,2,0,0,True,0.37170143252073384,0.1732523606510922,0,True,False,True,False
1,2,1,1,False,0.2711736617240512,0.4068274055774635,0,False,True,True,False
0,3,0,0,True,0.7612465443578789,0.08750296352722167,1,False,True,False,True
1,2,0,0,True,0.4470972606182458,0.18237090594851812,0,False,True,True,False
1,3,1,1,False,0.38426740387031916,0.2879356034302565,0,False,True,False,True
1,1,0,1,False,0.19577783362653933,0.8133630177054093,0,False,False,False,False
1,3,2,0,False,0.34656948982156316,0.32616335102331123,0,True,False,False,True
0,1,0,0,True,0.5664739884393064,0.39981313996405893,1,False,True,False,False
0,3,2,0,False,0.19577783362653933,0.25251356208256354,1,False,True,False,True
0,1,1,0,False,0.35913546117114853,0.9343001797054851,1,False,True,False,False
1,3,0,0,True,0.5601910027645137,0.11292967637581315,1,False,True,False,True
0,1,0,0,True,0.5601910027645137,0.49801285855172256,1,False,True,False,False
1,2,1,1,False,0.01985423473234481,0.36474181189703625,1,False,True,True,False
0,2,0,0,True,0.34656948982156316,0.18237090594851812,1,False,True,True,False
0,2,0,0,True,0.4470972606182458,0.18237090594851812,1,False,True,True,False
1,2,0,0,True,0.2963056044232219,0.18237090594851812,0,False,True,True,False
1,2,0,0,True,0.49736114601658704,0.18237090594851812,0,False,True,True,False
1,3,1,0,False,0.34656948982156316,0.2258593527516263,0,False,True,False,True
1,3,1,1,False,0.032420206081930136,0.22305364650626447,1,False,True,False,True
0,3,0,0,True,0.5224930887157577,0.1215221517522337,1,False,True,False,True
0,3,0,0,True,0.2837396330736366,0.1294132005673138,1,False,True,False,True
0,1,0,0,True,0.34656948982156316,0.490998592938318,1,False,True,False,False
0,3,1,1,False,0.18321186227695402,0.10141505794484824,1,False,False,False,True
0,3,1,0,False,0.3088715757728072,0.24970785583720173,1,False,True,False,True
1,1,0,1,False,0.2711736617240512,0.7715692174744997,0,False,True,False,False
0,2,0,0,True,0.4722292033174164,0.18237090594851812,0,False,True,True,False
0,3,1,4,False,0.49736114601658704,0.39139602122797346,1,False,True,False,True
0,2,1,0,False,0.35913546117114853,0.38888210843212934,1,False,False,True,False
0,3,0,1,False,0.5601910027645137,0.20277119605854388,0,False,False,False,True
0,3,0,0,True,0.4345312892686604,0.09890114514900405,1,False,True,False,True
0,3,0,0,True,0.37170143252073384,0.10170685139436587,1,False,True,False,True
1,3,0,0,True,0.34656948982156316,0.10141505794484824,0,False,False,False,True
1,1,0,0,True,0.2963056044232219,0.9721772140178696,0,False,False,False,False
1,1,1,0,False,0.3088715757728072,0.7777656197173812,1,False,False,False,False
0,3,1,0,False,0.22090977632571,0.09112653314310645,1,False,True,False,True
0,3,0,0,True,0.2334757476752953,0.11292967637581315,1,False,True,False,True
0,3,3,1,False,0.032420206081930136,0.2956512956050015,0,False,True,False,True
1,3,0,0,True,0.2711736617240512,0.10170685139436587,0,False,True,False,True
0,3,0,0,True,0.24604171902488062,0.056289481547571456,1,False,False,False,True
0,3,0,0,True,0.2334757476752953,0.10907183028844064,1,False,True,False,True
1,3,0,2,False,0.007288263382759488,0.2208329300130606,0,False,False,False,True
0,3,0,0,True,0.39683337521990447,0.11117610997246201,1,False,True,False,True
1,1,1,0,False,0.4345312892686604,0.7294836237940725,0,False,True,False,False
0,3,5,2,False,0.007288263382759488,0.6579381145373461,1,False,True,False,True
1,2,0,0,True,0.4470972606182458,0.18237090594851812,0,False,True,True,False
0,3,0,0,True,0.34656948982156316,0.10842932355825279,1,True,False,False,True
1,2,0,0,True,0.20834380497612465,0.16834237472170904,0,False,False,True,False
1,3,0,0,True,0.2586076903744659,0.10936362373795827,1,False,True,False,True
0,3,2,0,False,0.34656948982156316,0.11117610997246201,1,False,True,False,True
1,3,0,2,False,0.2963056044232219,0.23427647148771172,0,False,True,False,True
0,3,0,0,True,0.2711736617240512,0.10936362373795827,1,False,True,False,True
0,3,0,0,True,0.38426740387031916,0.11018288996160391,0,False,True,False,True
0,2,0,0,True,0.5727569741140991,0.36474181189703625,1,False,True,True,False
0,2,0,0,True,0.2837396330736366,0.1472995778814954,1,False,True,True,False
1,2,0,0,True,0.34656948982156316,0.17746092001913494,0,False,True,True,False
1,3,0,0,True,0.4847951746670017,0.11117610997246201,1,False,True,False,True
0,3,0,0,True,0.32143754712239253,0.11292967637581315,1,False,True,False,True
0,3,1,0,False,0.2586076903744659,0.13783031930339926,0,False,True,False,True
0,3,1,0,False,0.34656948982156316,0.22235221994492402,1,False,True,False,True
0,3,0,0,True,0.24604171902488062,0.1215221517522337,0,False,True,False,True
0,2,1,0,False,0.4219653179190751,0.2945991557629908,1,False,True,True,False
0,3,0,0,True,0.6355868308620256,0.10872111700777042,1,False,True,False,True
1,2,1,1,False,0.032420206081930136,0.26303496050267033,1,False,True,True,False
0,3,0,0,True,0.2586076903744659,0.10907183028844064,1,False,True,False,True
0,3,0,0,True,0.34656948982156316,0.09621187571282475,1,True,False,False,True
1,3,0,0,True,0.5476250314149284,0.11117610997246201,1,False,True,False,True
0,3,0,0,True,0.34656948982156316,0.11292967637581315,0,False,True,False,True
1,2,1,1,False,0.4219653179190751,0.4559272648712953,0,False,True,True,False
1,2,0,2,False,0.22090977632571,0.18237090594851812,0,False,True,True,False
0,3,0,2,False,0.12038200552902739,0.3387890291274394,0,False,True,False,True
0,3,0,0,True,0.2586076903744659,0.1084868405362827,1,True,False,False,True
0,3,0,0,True,0.35913546117114853,0.11047468341112154,1,False,True,False,True
0,3,1,1,False,0.34656948982156316,0.20201084966605085,0,False,True,False,True
0,3,1,1,False,0.22090977632571,0.28355168742187864,1,False,True,False,True
1,2,1,0,False,0.34656948982156316,0.36474181189703625,0,False,True,True,False
1,2,0,0,True,0.2334757476752953,0.36474181189703625,0,False,True,True,False
1,3,0,0,True,0.39683337521990447,0.11292967637581315,1,False,True,False,True
1,1,0,0,True,0.34656948982156316,0.37245750407178124,1,False,True,False,False
1,2,1,0,False,0.5224930887157577,0.36474181189703625,0,False,True,True,False
0,3,0,0,True,0.20834380497612465,0.09995328499101473,1,False,True,False,True
0,1,1,0,False,0.6230208595124404,0.7841948955786279,1,False,True,False,False
0,3,2,2,False,0.2586076903744659,0.4822307609215623,0,False,True,False,True
1,2,2,3,False,0.2963056044232219,0.26303496050267033,0,False,True,True,False
0,2,0,0,True,0.38426740387031916,0.1472995778814954,1,False,True,True,False
1,2,1,1,False,0.5601910027645137,0.3682489447037385,0,False,True,True,False
0,3,0,0,True,0.24604171902488062,0.1332710466546863,1,False,True,False,True
0,3,1,0,False,0.3088715757728072,0.10907183028844064,1,False,True,False,True
1,2,0,0,True,0.34656948982156316,0.18237090594851812,0,False,True,True,False
1,3,0,0,True,0.34656948982156316,0.11380645957748872,1,False,True,False,True
1,2,0,1,False,0.15807991957778336,0.2735563589227772,0,False,True,True,False
1,1,0,0,True,0.4219653179190751,0.37245750407178124,1,False,True,False,False
1,3,2,1,False,0.05755214878110078,0.2701656629252574,0,False,False,False,True
1,1,0,0,True,0.648152802211611,0.4278702024176771,1,False,True,False,False
0,2,1,2,False,0.4470972606182458,0.38929174154395213,1,False,True,True,False
0,3,1,0,False,0.34656948982156316,0.28010347444632894,1,False,True,False,True
0,1,0,0,True,0.37170143252073384,0.38929174154395213,1,False,False,False,False
1,3,0,0,True,0.35913546117114853,0.11076647686063919,1,False,False,False,True
0,1,0,0,True,0.8115104297562202,0.37245750407178124,1,False,True,False,False
1,1,1,0,False,0.34656948982156316,0.7275547007503862,0,False,True,False,False
1,2,0,0,True,0.6230208595124404,0.1472995778814954,0,False,True,True,False
1,1,0,0,True,0.5978889168132697,0.37245750407178124,1,False,True,False,False
0,3,0,0,True,0.4219653179190751,0.11292967637581315,1,False,True,False,True
0,1,0,0,True,0.5853229454636844,0.5400984522321498,1,False,True,False,False
0,2,0,0,True,0.5978889168132697,0.18237090594851812,1,False,True,True,False
